Ch1,Ch2,Ch3,Ch4
-0.01888844802060673,0.0006731133435815523,0.021208744876465225,-0.008523332273194241
-0.12153749548834279,-0.0030000445766611167,0.1561270761710746,-0.06880307440728502
-0.3671924560028897,-0.05466445893873319,0.4705476922832479,-0.1867894534711504
-0.6722400641759243,-0.18477793018559582,0.6983703681852619,-0.1683369000918964
-0.7315681744034287,-0.175746596804697,0.4217755898705763,0.1323809123409866
-0.27733721869103956,0.3262414173243139,-0.1133175592320611,0.35867709818557286
0.35791517329044253,1.0891605612379174,-0.15536179020191082,0.11327475497733186
0.3859237401240716,1.2558447401948047,0.31714068589186906,-0.26618937002845616
-0.24074837888972267,0.5154527359004559,0.6261334975366538,-0.20335890421923813
-0.5047073503236004,-0.3719402657379323,0.45949997039574025,0.16744235275577582
0.19302608372708202,-0.5909661223243591,-0.09501513507874229,0.272694118483619
1.1039170583777713,-0.2150411708509232,-0.8795010717827589,0.016720083271842323
1.2385997246126497,0.14513063155085015,-1.4959959393335422,-0.2226446109940174
0.5812748482783595,0.20957039152372411,-1.5261696213483207,-0.3265608228312723
-0.18639148907905873,0.15640146091591503,-0.9909776519000187,-0.41999338857729374
-0.5787009873902713,0.1286935152399126,-0.28821631979305434,-0.30964503515763664
-0.61664353012879,0.03945207188090687,0.15181457868863377,0.16134279525945383
-0.46865377341371717,-0.2113166912795885,0.16685060527346024,0.5342647891075105
-0.1323222270601865,-0.5623914262389168,-0.07218131223431912,0.377662545483813
0.3228281502039562,-0.7968005429374176,-0.3811829260176314,-0.0337088680325575
0.538832184606261,-0.665207651457175,-0.6583433034708385,-0.24920724004660227
0.3693637494278571,-0.18573357198469542,-0.5235100316075849,-0.16401868310900702
0.19587120271090327,0.15204908591868507,0.32999291480905746,0.18483965981701114
0.2119765225196253,-0.13593646688442335,1.2728711485040272,0.5671101700696541
0.09910059071246219,-0.7818793687942844,1.3262591134209951,0.4252814469499967
-0.14691615261744248,-0.9886847694242079,0.4739587407636559,-0.3741128907939712
-0.11243878405601247,-0.4893796274455352,-0.5240456500418285,-1.0557304549630158
0.10427088436339468,0.09400716782247576,-0.9769123791653261,-0.9120493478403288
0.02442555031297345,0.08798157152797793,-0.5245225249769476,-0.20061958576617925
-0.23781690241253503,-0.3452409233906629,0.5377976976943227,0.32363079812587836
-0.16695507446322316,-0.41519615971958296,1.2547804700631333,0.27223305938243586
0.23051889351386654,0.23535623305772974,0.9964267187506998,-0.14842760976312835
0.4688687311048144,1.0110353553102138,0.18366186645914598,-0.41726666867288037
0.42050286697770567,1.1381910227901473,-0.3042557851593976,-0.08972576241563807
0.4212889502695869,0.6773816456589538,-0.2178084662285401,0.714904528821364
0.4555456824417891,0.3056995705280522,-0.10016323974982906,1.2208783245184598
0.09932966335250545,0.3041443300264244,-0.36716355966271386,0.9136875209088368
-0.5387647302575339,0.35427435495191695,-0.6707861835229044,0.22883040916012404
-0.7881197648879739,0.2347990753028323,-0.4480396830410487,-0.2713174108221975
-0.5027858964001493,0.1634714826999623,0.13611138077926518,-0.5924155319912576
-0.27044588809561276,0.31284260790074325,0.2703416865393852,-0.6907814948146563
-0.35054773886325713,0.43750822180706367,-0.24776917428985257,-0.362608560886901
-0.26383241471428015,0.27052863581569864,-0.5319594635821996,0.07382035032471514
0.2985916706883506,-0.08361496082468224,0.025498629265637538,0.1462660866614383
0.913219133533929,-0.34254206148032834,0.768589166981357,0.020952311324962794
1.0769076768890593,-0.3556007107788601,0.7791501382060416,0.03141263632049559
0.9372004296349088,-0.13621088600148087,0.07842382404770495,-0.003795094264098536
1.0137282509200536,0.22780163140002987,-0.5859091516922279,-0.28123257904013593
1.2555725307534324,0.5672708580940738,-0.5937859659079864,-0.4486080747267512
0.8857296237612914,0.6883080164692212,0.08227194059073727,-0.1196687485556849
-0.36137668979631465,0.5798961792834836,0.8532041152761382,0.44996913553926654
-1.4572877499014558,0.41651658488909005,1.029477001120521,0.6091345232863726
-1.3440847501367097,0.24258355876033202,0.6320834640017051,0.07621316249545353
-0.4102163956798974,-0.15759256881916806,0.31584028776044965,-0.692525214533953
0.1074680363576195,-0.8539931948465149,0.41041288176174434,-0.8770429817965297
-0.2544483195005409,-1.4185701490308482,0.6214940275691581,-0.24621217645029636
-0.8015012343483361,-1.286934724235846,0.6856830890355832,0.3987985354872913
-0.7842304164425498,-0.41228555372037945,0.7114022171096617,0.2806278007160351
-0.37248932559175246,0.5879893075955279,0.7491138054956106,-0.2283067284166112
-0.12491519310423746,0.9137755261912226,0.4914755882344803,-0.22821763884732413
0.0001318631897411788,0.23491629716613546,-0.25675457493115456,0.41472636240231603
0.23818200325287878,-0.9470540828818567,-1.0443477083395305,1.0023991855224839
0.26970657435905493,-1.6275757990621689,-1.2163740206601887,0.8986262379114948
-0.14396672725789864,-1.3549190573779162,-0.7969457001631898,0.13900491402242376
-0.5048324860402064,-0.7483254594866108,-0.4286569451512901,-0.6480197139393912
-0.32948656392383147,-0.5064224592469847,-0.4859337812438412,-0.8151981069369163
0.14922609806940546,-0.5317625858193301,-0.674569706682112,-0.23054612242391676
0.493748176758021,-0.5111796522271501,-0.6228119856867831,0.6935173698901175
0.5262731047807472,-0.49385837195588245,-0.46363152116873674,1.2700832819017156
0.12960550850333896,-0.5594594192320381,-0.49405567035920894,0.9915498733447733
-0.574762399332674,-0.6253072759966442,-0.658500945481687,0.0902507216655993
-0.9595681637182627,-0.5883763502626865,-0.7233256697323316,-0.5840074996920334
-0.5281777054697957,-0.23294169392527483,-0.6627642950348273,-0.4701088580912009
0.3923471344101258,0.544355387317408,-0.6221077344785509,0.1743590397353527
1.0099198913959189,1.179188588426488,-0.5385985418855318,0.69451546851141
0.9546906670317278,0.9450204893755201,-0.06283209784418317,0.7348974149106646
0.5148012054443194,0.0932465721133983,0.8244277743320213,0.42538838321321865
0.03666447033257715,-0.45013104349120414,1.363185280161628,0.1038982469426255
-0.45856032149953485,-0.4130889702313869,0.8094872269979774,0.0014761373416976049
-0.9321382306290288,-0.3133958702824799,-0.3591630119176951,0.1178965737968556
-1.0842452037665908,-0.4040137211125919,-0.8078643377478779,0.38240951019832864
-0.6738921501860611,-0.30687592508444855,-0.07333902011680002,0.6616369630338301
0.08247314633635222,0.14613351289266213,0.813454959705112,0.5486258084539618
0.5234521907162047,0.4207332089613713,0.7564897365145492,-0.18381763402586498
0.2196465334499847,0.11729390211458553,0.06881502708884316,-0.9915539164097323
-0.3598854960134504,-0.30346494159539683,-0.13299947495501355,-1.1556842933822566
-0.42907631316687994,-0.22059754501018572,0.3404203123296055,-0.664697848585074
0.037031001306384974,0.23373892278957578,0.6742118639207595,-0.036798561996600074
0.43566053036414976,0.4984999020887507,0.479579184550763,0.3422971318440337
0.35185404820847044,0.443342623023862,0.1778238052258509,0.4870616173387657
-0.16200088827528306,0.3662469022796143,0.24521103545932624,0.5922006018978513
-0.6406727585667122,0.33444444939569185,0.7076396180812321,0.615938742403967
-0.5083079584904885,0.1375717968089957,1.0467238247594015,0.2705154659776643
0.16709807052120842,-0.1300273581829277,0.706507171031545,-0.4614932809094155
0.6074196985417815,-0.0496861134211711,-0.10901779991150665,-1.0682684028004485
0.501628895657197,0.4952890444172211,-0.6134730068590838,-0.9845605599379912
0.37432618617497115,1.1311463882956743,-0.3720397473045449,-0.2818463723910083
0.45678723263618193,1.4232764867675969,0.2939270265801359,0.3305787159695378
0.35582646869181944,1.2277835688971677,0.6226678076411211,0.32868719691873594
-0.13657711058784835,0.7756571894314824,0.11068811859473483,-0.00542754392146684
-0.7907364872729662,0.5244894595153079,-0.787985311594548,-0.02017178446502036
-1.176514974526122,0.6595107767796169,-0.9232973013059042,0.3752017014232404
-0.8958548119119677,0.7753286703566117,0.13157611677754125,0.6043440489315475
